Order ID,Order Date,City,Customer Gender,Customer Age,Product Category,Product Name,Quantity Sold,Original Price (INR),Discount Percentage,Selling Price (INR),Total Revenue (INR),Cost Per Unit (INR),Profit (INR),Payment Method,Returned,Customer Rating
ORD-0470,2023-12-23,Chennai,Male,58,Home & Kitchen,Curtains,1,1499,0,1499.0,1499.0,935.31,563.69,Cash,Yes,5
ORD-0471,2023-02-12,Chennai,Male,21,Groceries,Atta (10kg),2,399,20,319.2,638.4,205.63,227.14,Cash,No,5
ORD-0472,2024-05-31,Kolkata,Male,26,Electronics,Laptop,1,54999,15,46749.15,46749.15,27937.11,18812.04,UPI,No,5
ORD-0473,2023-02-20,Kolkata,Male,26,Sports & Fitness,Protein Powder,1,1999,10,1799.1,1799.1,933.56,865.54,Cash,No,4
ORD-0474,2024-02-09,Chennai,Male,22,Sports & Fitness,Dumbbells,1,2199,20,1759.2,1759.2,1260.47,498.73,UPI,No,3
ORD-0475,2023-04-02,Chennai,Female,40,Electronics,Smartwatch,1,8999,15,7649.15,7649.15,4706.96,2942.19,EMI,No,3
ORD-0476,2023-06-23,Chennai,Male,61,Groceries,Atta (10kg),2,399,15,339.15,678.3,214.7,248.9,UPI,No,1
ORD-0477,2023-04-26,Hyderabad,Male,39,Electronics,Laptop,1,54999,20,43999.2,43999.2,34943.39,9055.81,Credit Card,No,4
ORD-0478,2023-01-24,Hyderabad,Female,57,Groceries,Cooking Oil,2,189,25,141.75,283.5,92.75,98.0,Debit Card,No,1
ORD-0479,2024-01-21,Mumbai,Female,30,Sports & Fitness,Skipping Rope,1,299,0,299.0,299.0,149.83,149.17,EMI,No,4
ORD-0480,2023-01-09,Pune,Male,19,Electronics,Smartwatch,1,8999,25,6749.25,6749.25,4537.85,2211.4,UPI,No,4
ORD-0481,2023-08-25,Pune,Female,56,Home & Kitchen,Water Bottle,1,399,25,299.25,299.25,187.5,111.75,EMI,No,2
ORD-0482,2024-05-27,Chennai,Female,39,Home & Kitchen,Water Bottle,1,399,25,299.25,299.25,181.26,117.99,Cash,No,2
ORD-0483,2023-01-19,Hyderabad,Male,58,Groceries,Biscuits Pack,3,79,10,71.1,213.3,39.28,95.46,UPI,No,1
ORD-0484,2023-10-14,Delhi,Female,51,Clothing,Jeans,4,1299,10,1169.1,4676.4,755.22,1655.52,EMI,No,2
ORD-0485,2024-03-03,Pune,Female,52,Clothing,Shoes,4,1999,5,1899.05,7596.2,1287.57,2445.92,Debit Card,No,2
ORD-0486,2023-07-27,Bangalore,Male,38,Clothing,Dress,2,1599,25,1199.25,2398.5,857.08,684.34,Credit Card,No,1
ORD-0487,2023-07-08,Kolkata,Female,37,Groceries,Cooking Oil,1,189,25,141.75,141.75,113.98,27.77,Cash,No,3
ORD-0488,2023-06-05,Hyderabad,Male,56,Clothing,T-Shirt,2,599,5,569.05,1138.1,272.69,592.72,Debit Card,No,1
ORD-0489,2024-01-03,Ahmedabad,Female,29,Electronics,Smartwatch,1,8999,5,8549.05,8549.05,4953.63,3595.42,Cash,No,2
ORD-0490,2023-06-17,Mumbai,Female,44,Clothing,Jeans,4,1299,0,1299.0,5196.0,783.18,2063.28,Debit Card,No,2
ORD-0491,2023-07-29,Ahmedabad,Female,47,Electronics,Laptop,1,54999,15,46749.15,46749.15,34287.8,12461.35,Debit Card,No,1
ORD-0492,2024-01-25,Ahmedabad,Female,20,Groceries,Tea Powder,1,299,20,239.2,239.2,165.68,73.52,Debit Card,No,4
ORD-0493,2023-02-10,Mumbai,Male,36,Sports & Fitness,Protein Powder,1,1999,20,1599.2,1599.2,1205.46,393.74,Cash,No,3
ORD-0494,2023-10-20,Mumbai,Male,47,Home & Kitchen,Mixer Grinder,1,3499,15,2974.15,2974.15,1780.58,1193.57,Cash,No,5
ORD-0495,2023-04-26,Pune,Female,19,Clothing,Shoes,2,1999,25,1499.25,2998.5,1056.7,885.1,Debit Card,No,2
ORD-0496,2024-04-10,Bangalore,Male,23,Electronics,Headphones,1,2999,10,2699.1,2699.1,1764.44,934.66,Credit Card,No,3
ORD-0497,2023-03-29,Bangalore,Female,53,Sports & Fitness,Protein Powder,1,1999,25,1499.25,1499.25,1215.82,283.43,Cash,Yes,2
ORD-0498,2023-12-10,Bangalore,Male,44,Sports & Fitness,Dumbbells,1,2199,5,2089.05,2089.05,1371.66,717.39,UPI,No,4
ORD-0499,2023-10-23,Hyderabad,Male,47,Clothing,T-Shirt,2,599,5,569.05,1138.1,269.97,598.16,Cash,No,5
ORD-0500,2023-01-06,Ahmedabad,Female,44,Sports & Fitness,Protein Powder,1,1999,5,1899.05,1899.05,986.26,912.79,Cash,No,5
ORD-0501,2023-01-07,Bangalore,Male,59,Clothing,Shoes,2,1999,10,1799.1,3598.2,919.11,1759.98,UPI,Yes,1
ORD-0502,2023-11-02,Bangalore,Male,61,Groceries,Rice (5kg),1,349,0,349.0,349.0,186.15,162.85,UPI,No,5
ORD-0503,2023-07-01,Delhi,Female,38,Home & Kitchen,Water Bottle,1,399,10,359.1,359.1,253.88,105.22,UPI,No,1
ORD-0504,2024-03-13,Delhi,Female,39,Sports & Fitness,Yoga Mat,1,799,10,719.1,719.1,434.79,284.31,EMI,No,2
ORD-0505,2023-08-03,Delhi,Female,64,Sports & Fitness,Yoga Mat,1,799,0,799.0,799.0,450.85,348.15,EMI,No,3
ORD-0506,2024-03-13,Pune,Male,57,Sports & Fitness,Running Shoes,1,2999,10,2699.1,2699.1,1664.68,1034.42,EMI,No,4
ORD-0507,2024-05-19,Mumbai,Male,19,Clothing,Shoes,3,1999,5,1899.05,5697.15,1291.06,1823.97,Cash,No,1
ORD-0508,2023-08-01,Pune,Male,18,Sports & Fitness,Protein Powder,1,1999,15,1699.15,1699.15,917.74,781.41,Debit Card,No,3
ORD-0509,2023-03-11,Delhi,Female,39,Groceries,Biscuits Pack,3,79,20,63.2,189.6,47.67,46.59,Cash,No,5
ORD-0510,2023-01-30,Ahmedabad,Female,20,Clothing,Jeans,3,1299,10,1169.1,3507.3,824.16,1034.82,Debit Card,No,4
ORD-0511,2023-12-10,Hyderabad,Female,53,Home & Kitchen,Curtains,1,1499,25,1124.25,1124.25,691.35,432.9,EMI,Yes,5
ORD-0512,2023-12-06,Pune,Female,58,Groceries,Rice (5kg),3,349,5,331.55,994.65,215.73,347.46,EMI,No,5
ORD-0513,2024-02-03,Pune,Male,35,Clothing,Shoes,3,1999,0,1999.0,5997.0,1181.52,2452.44,Cash,No,2
ORD-0514,2024-01-16,Bangalore,Male,41,Home & Kitchen,Bed Sheet Set,1,999,5,949.05,949.05,554.47,394.58,Credit Card,No,1
ORD-0515,2024-03-30,Bangalore,Male,39,Sports & Fitness,Yoga Mat,1,799,15,679.15,679.15,504.16,174.99,Cash,No,5
ORD-0516,2023-11-14,Mumbai,Female,42,Groceries,Cooking Oil,2,189,0,189.0,378.0,92.81,192.38,EMI,No,3
ORD-0517,2023-02-15,Mumbai,Male,51,Sports & Fitness,Yoga Mat,1,799,10,719.1,719.1,434.16,284.94,UPI,Yes,3
ORD-0518,2023-08-03,Pune,Female,60,Groceries,Cooking Oil,3,189,5,179.55,538.65,95.51,252.12,Credit Card,No,2
ORD-0519,2023-10-08,Delhi,Male,52,Electronics,Smartphone,1,18999,20,15199.2,15199.2,10676.02,4523.18,UPI,No,3
ORD-0520,2023-05-25,Pune,Female,21,Groceries,Atta (10kg),2,399,5,379.05,758.1,185.24,387.62,Debit Card,Yes,1
ORD-0521,2023-04-19,Bangalore,Female,57,Home & Kitchen,Pressure Cooker,1,1899,0,1899.0,1899.0,1016.52,882.48,UPI,No,2
ORD-0522,2024-06-30,Ahmedabad,Male,47,Electronics,Smartwatch,1,8999,20,7199.2,7199.2,4286.76,2912.44,UPI,No,4
ORD-0523,2024-04-26,Kolkata,Male,62,Clothing,Jeans,3,1299,5,1234.05,3702.15,821.71,1237.02,UPI,No,3
ORD-0524,2024-04-09,Pune,Female,47,Home & Kitchen,Pressure Cooker,1,1899,0,1899.0,1899.0,1035.08,863.92,Debit Card,No,3
ORD-0525,2023-05-11,Delhi,Female,53,Sports & Fitness,Yoga Mat,1,799,15,679.15,679.15,490.19,188.96,Credit Card,No,5
ORD-0526,2024-04-17,Chennai,Male,48,Home & Kitchen,Water Bottle,1,399,15,339.15,339.15,198.59,140.56,Cash,Yes,2
ORD-0527,2024-03-17,Chennai,Male,60,Home & Kitchen,Water Bottle,1,399,10,359.1,359.1,223.0,136.1,Credit Card,No,5
ORD-0528,2024-05-13,Delhi,Female,29,Electronics,Tablet,1,24999,20,19999.2,19999.2,13564.0,6435.2,UPI,No,1
ORD-0529,2023-04-22,Mumbai,Male,31,Sports & Fitness,Protein Powder,1,1999,10,1799.1,1799.1,1097.17,701.93,Debit Card,No,1
ORD-0530,2023-05-31,Ahmedabad,Male,31,Clothing,Jacket,3,2499,20,1999.2,5997.6,1319.46,2039.22,UPI,No,3
ORD-0531,2024-03-21,Kolkata,Male,36,Groceries,Rice (5kg),1,349,20,279.2,279.2,199.73,79.47,Credit Card,No,5
ORD-0532,2023-02-24,Hyderabad,Male,33,Electronics,Tablet,1,24999,10,22499.1,22499.1,11798.02,10701.08,Cash,No,4
ORD-0533,2023-11-22,Chennai,Male,48,Home & Kitchen,Curtains,1,1499,15,1274.15,1274.15,805.02,469.13,Debit Card,No,4
ORD-0534,2024-01-04,Bangalore,Male,18,Home & Kitchen,Mixer Grinder,1,3499,10,3149.1,3149.1,2272.57,876.53,Credit Card,No,2
ORD-0535,2024-05-13,Kolkata,Female,62,Home & Kitchen,Mixer Grinder,1,3499,0,3499.0,3499.0,1670.58,1828.42,EMI,No,5
ORD-0536,2023-07-04,Ahmedabad,Female,40,Home & Kitchen,Water Bottle,1,399,15,339.15,339.15,223.6,115.55,Debit Card,No,5
ORD-0537,2023-01-08,Hyderabad,Female,52,Sports & Fitness,Protein Powder,1,1999,25,1499.25,1499.25,994.2,505.05,EMI,No,1
ORD-0538,2024-05-09,Delhi,Male,64,Groceries,Rice (5kg),4,349,20,279.2,1116.8,224.18,220.08,EMI,No,3
ORD-0539,2024-04-21,Delhi,Male,48,Sports & Fitness,Yoga Mat,1,799,20,639.2,639.2,501.76,137.44,Credit Card,No,5
ORD-0540,2023-11-16,Mumbai,Female,47,Sports & Fitness,Yoga Mat,1,799,10,719.1,719.1,445.05,274.05,EMI,No,5
ORD-0541,2023-12-06,Mumbai,Female,64,Home & Kitchen,Bed Sheet Set,1,999,10,899.1,899.1,507.33,391.77,EMI,No,4
ORD-0542,2023-06-23,Mumbai,Female,49,Sports & Fitness,Yoga Mat,1,799,25,599.25,599.25,517.81,81.44,Credit Card,No,1
ORD-0543,2023-10-12,Hyderabad,Male,65,Groceries,Cooking Oil,3,189,20,151.2,453.6,95.45,167.25,Credit Card,No,5
ORD-0544,2023-06-04,Chennai,Female,29,Home & Kitchen,Bed Sheet Set,1,999,5,949.05,949.05,501.75,447.3,EMI,No,3
ORD-0545,2023-03-28,Kolkata,Female,33,Clothing,Shoes,4,1999,5,1899.05,7596.2,1200.5,2794.2,Cash,No,2
ORD-0546,2023-08-04,Delhi,Male,28,Sports & Fitness,Running Shoes,1,2999,0,2999.0,2999.0,1734.78,1264.22,Cash,No,3
ORD-0547,2024-05-02,Kolkata,Female,34,Sports & Fitness,Dumbbells,1,2199,15,1869.15,1869.15,1290.16,578.99,Debit Card,No,4
ORD-0548,2023-01-13,Mumbai,Male,52,Groceries,Tea Powder,3,299,15,254.15,762.45,192.06,186.27,UPI,No,4
ORD-0549,2023-10-07,Kolkata,Female,61,Groceries,Biscuits Pack,1,79,10,71.1,71.1,39.58,31.52,Debit Card,No,5
ORD-0550,2023-07-19,Bangalore,Female,53,Sports & Fitness,Running Shoes,1,2999,25,2249.25,2249.25,1763.58,485.67,Credit Card,No,1
ORD-0551,2023-01-13,Ahmedabad,Female,32,Home & Kitchen,Pressure Cooker,1,1899,20,1519.2,1519.2,894.01,625.19,UPI,No,1
ORD-0552,2023-01-25,Chennai,Male,63,Sports & Fitness,Yoga Mat,1,799,0,799.0,799.0,509.52,289.48,Credit Card,No,5
ORD-0553,2023-05-14,Bangalore,Female,36,Home & Kitchen,Water Bottle,1,399,5,379.05,379.05,251.05,128.0,Cash,No,1
ORD-0554,2024-04-09,Delhi,Female,21,Groceries,Tea Powder,3,299,25,224.25,672.75,149.94,222.93,Cash,No,1
ORD-0555,2023-09-22,Chennai,Female,29,Groceries,Cooking Oil,1,189,15,160.65,160.65,103.64,57.01,Cash,No,5
ORD-0556,2024-03-17,Hyderabad,Male,20,Clothing,Shoes,1,1999,25,1499.25,1499.25,1264.41,234.84,Credit Card,No,3
ORD-0557,2024-04-01,Mumbai,Male,60,Electronics,Smartwatch,1,8999,5,8549.05,8549.05,5224.58,3324.47,Cash,No,3
ORD-0558,2024-02-05,Ahmedabad,Female,45,Sports & Fitness,Yoga Mat,1,799,20,639.2,639.2,472.63,166.57,Cash,No,1
ORD-0559,2023-08-20,Ahmedabad,Male,54,Electronics,Smartwatch,1,8999,25,6749.25,6749.25,5521.74,1227.51,EMI,No,3
ORD-0560,2023-12-08,Pune,Male,47,Groceries,Tea Powder,1,299,0,299.0,299.0,156.4,142.6,UPI,No,2
ORD-0561,2023-02-10,Delhi,Female,49,Home & Kitchen,Mixer Grinder,1,3499,10,3149.1,3149.1,2061.53,1087.57,Credit Card,No,4
ORD-0562,2023-07-14,Chennai,Female,42,Clothing,T-Shirt,1,599,5,569.05,569.05,355.77,213.28,Credit Card,No,3
ORD-0563,2024-05-26,Mumbai,Female,64,Sports & Fitness,Protein Powder,1,1999,0,1999.0,1999.0,914.36,1084.64,Credit Card,No,2
ORD-0564,2024-06-19,Chennai,Male,20,Home & Kitchen,Water Bottle,1,399,5,379.05,379.05,238.69,140.36,Debit Card,No,1
ORD-0565,2024-04-27,Bangalore,Male,29,Sports & Fitness,Yoga Mat,1,799,5,759.05,759.05,471.62,287.43,Credit Card,No,1
ORD-0566,2024-04-12,Delhi,Male,49,Sports & Fitness,Dumbbells,1,2199,20,1759.2,1759.2,1017.68,741.52,EMI,No,2
ORD-0567,2023-03-06,Bangalore,Female,31,Clothing,Jacket,4,2499,10,2249.1,8996.4,1286.6,3850.0,Credit Card,No,3
ORD-0568,2023-03-06,Bangalore,Female,53,Electronics,Headphones,1,2999,5,2849.05,2849.05,1803.93,1045.12,Debit Card,No,5
ORD-0569,2023-02-11,Mumbai,Female,23,Clothing,T-Shirt,4,599,25,449.25,1797.0,362.71,346.16,Credit Card,Yes,1
ORD-0570,2023-10-18,Bangalore,Female,51,Home & Kitchen,Curtains,1,1499,25,1124.25,1124.25,712.59,411.66,Cash,No,2
ORD-0571,2023-02-08,Delhi,Female,40,Sports & Fitness,Dumbbells,1,2199,25,1649.25,1649.25,1209.4,439.85,Cash,Yes,2
ORD-0572,2023-07-16,Chennai,Female,58,Electronics,Tablet,1,24999,0,24999.0,24999.0,14344.03,10654.97,Debit Card,No,2
ORD-0573,2023-04-26,Mumbai,Male,59,Clothing,Jacket,2,2499,15,2124.15,4248.3,1204.4,1839.5,UPI,No,4
ORD-0574,2023-09-15,Mumbai,Male,28,Groceries,Atta (10kg),1,399,15,339.15,339.15,187.88,151.27,Credit Card,No,1
ORD-0575,2023-03-14,Pune,Male,25,Clothing,Jacket,3,2499,20,1999.2,5997.6,1334.0,1995.6,UPI,No,2
ORD-0576,2024-02-27,Ahmedabad,Male,45,Clothing,Jacket,1,2499,5,2374.05,2374.05,1359.95,1014.1,Debit Card,No,5
ORD-0577,2024-04-10,Chennai,Female,35,Clothing,Jacket,2,2499,10,2249.1,4498.2,1353.33,1791.54,Debit Card,No,1
ORD-0578,2023-03-03,Bangalore,Female,32,Groceries,Cooking Oil,4,189,0,189.0,756.0,102.38,346.48,UPI,No,5
ORD-0579,2023-06-24,Ahmedabad,Male,55,Sports & Fitness,Skipping Rope,1,299,5,284.05,284.05,139.72,144.33,Cash,No,3
ORD-0580,2023-01-15,Chennai,Male,54,Home & Kitchen,Mixer Grinder,1,3499,5,3324.05,3324.05,1803.59,1520.46,Credit Card,No,1
ORD-0581,2023-02-11,Kolkata,Female,62,Home & Kitchen,Water Bottle,1,399,0,399.0,399.0,213.52,185.48,Credit Card,No,2
ORD-0582,2023-03-27,Chennai,Male,40,Sports & Fitness,Yoga Mat,1,799,25,599.25,599.25,476.49,122.76,UPI,No,1
ORD-0583,2023-01-17,Mumbai,Female,47,Home & Kitchen,Bed Sheet Set,1,999,5,949.05,949.05,590.07,358.98,Debit Card,No,4
ORD-0584,2023-07-09,Delhi,Female,62,Groceries,Tea Powder,1,299,25,224.25,224.25,186.0,38.25,UPI,No,3
ORD-0585,2024-03-12,Delhi,Female,65,Groceries,Atta (10kg),2,399,20,319.2,638.4,242.41,153.58,Credit Card,No,3
ORD-0586,2023-02-22,Mumbai,Female,41,Electronics,Smartwatch,1,8999,10,8099.1,8099.1,4887.09,3212.01,Debit Card,No,1
ORD-0587,2023-07-29,Chennai,Male,38,Clothing,Dress,1,1599,5,1519.05,1519.05,927.11,591.94,UPI,No,5
ORD-0588,2024-03-09,Ahmedabad,Male,48,Groceries,Rice (5kg),3,349,0,349.0,1047.0,181.15,503.55,EMI,No,5
ORD-0589,2023-10-27,Delhi,Male,47,Home & Kitchen,Water Bottle,1,399,10,359.1,359.1,243.38,115.72,Credit Card,No,2
ORD-0590,2023-10-23,Bangalore,Female,27,Electronics,Smartphone,1,18999,5,18049.05,18049.05,9598.08,8450.97,Debit Card,No,1
ORD-0591,2023-10-28,Kolkata,Female,65,Home & Kitchen,Water Bottle,1,399,5,379.05,379.05,217.37,161.68,Credit Card,No,1
ORD-0592,2023-01-23,Pune,Female,49,Clothing,Shoes,3,1999,25,1499.25,4497.75,1064.14,1305.33,EMI,No,5
ORD-0593,2024-03-31,Hyderabad,Male,34,Home & Kitchen,Bed Sheet Set,1,999,20,799.2,799.2,475.91,323.29,Debit Card,No,3
ORD-0594,2023-02-18,Bangalore,Female,29,Clothing,Dress,4,1599,10,1439.1,5756.4,1025.35,1655.0,Debit Card,No,2
ORD-0595,2023-06-15,Ahmedabad,Female,41,Clothing,T-Shirt,3,599,0,599.0,1797.0,338.38,781.86,Debit Card,No,1
ORD-0596,2023-11-21,Bangalore,Female,25,Groceries,Cooking Oil,4,189,10,170.1,680.4,105.46,258.56,Credit Card,No,4
ORD-0597,2023-05-29,Pune,Female,48,Home & Kitchen,Bed Sheet Set,1,999,5,949.05,949.05,450.41,498.64,UPI,No,5
ORD-0598,2023-05-31,Ahmedabad,Male,26,Sports & Fitness,Protein Powder,1,1999,10,1799.1,1799.1,1175.07,624.03,EMI,No,1
ORD-0599,2024-02-16,Pune,Male,56,Sports & Fitness,Dumbbells,1,2199,15,1869.15,1869.15,1146.73,722.42,Debit Card,No,2
ORD-0600,2023-10-12,Delhi,Female,30,Clothing,T-Shirt,4,599,0,599.0,2396.0,350.66,993.36,Cash,No,5
ORD-0601,2024-06-07,Kolkata,Female,42,Electronics,Headphones,1,2999,15,2549.15,2549.15,1438.29,1110.86,UPI,Yes,3
ORD-0602,2023-12-26,Ahmedabad,Female,46,Groceries,Tea Powder,1,299,20,239.2,239.2,147.45,91.75,UPI,No,4
ORD-0603,2024-02-29,Hyderabad,Female,51,Clothing,Shoes,1,1999,20,1599.2,1599.2,956.98,642.22,UPI,Yes,5
ORD-0604,2024-01-20,Hyderabad,Female,29,Electronics,Smartphone,1,18999,15,16149.15,16149.15,10976.89,5172.26,EMI,No,5
ORD-0605,2023-05-21,Mumbai,Female,55,Clothing,Jeans,3,1299,15,1104.15,3312.45,728.44,1127.13,UPI,No,4
ORD-0606,2023-08-18,Ahmedabad,Male,59,Electronics,Smartphone,1,18999,5,18049.05,18049.05,9547.67,8501.38,UPI,No,4
ORD-0607,2023-09-08,Delhi,Female,55,Electronics,Smartphone,1,18999,10,17099.1,17099.1,10423.04,6676.06,Cash,No,3
ORD-0608,2024-05-02,Mumbai,Female,28,Electronics,Headphones,1,2999,20,2399.2,2399.2,1789.18,610.02,EMI,Yes,3
ORD-0609,2024-04-17,Kolkata,Female,21,Clothing,Dress,1,1599,5,1519.05,1519.05,806.75,712.3,UPI,No,1
ORD-0610,2024-06-10,Pune,Female,35,Clothing,Jeans,2,1299,0,1299.0,2598.0,725.81,1146.38,UPI,No,5
ORD-0611,2023-12-27,Ahmedabad,Female,39,Clothing,T-Shirt,3,599,5,569.05,1707.15,314.24,764.43,Debit Card,No,2
ORD-0612,2024-05-30,Delhi,Male,26,Clothing,Jeans,1,1299,20,1039.2,1039.2,692.98,346.22,Credit Card,No,3
ORD-0613,2024-01-07,Hyderabad,Male,65,Clothing,Jacket,3,2499,20,1999.2,5997.6,1210.62,2365.74,Credit Card,No,2
ORD-0614,2023-08-21,Kolkata,Male,22,Groceries,Cooking Oil,2,189,5,179.55,359.1,122.14,114.82,Credit Card,No,4
ORD-0615,2023-02-13,Hyderabad,Male,22,Clothing,T-Shirt,1,599,0,599.0,599.0,325.75,273.25,UPI,No,1
ORD-0616,2023-05-07,Bangalore,Female,19,Sports & Fitness,Dumbbells,1,2199,20,1759.2,1759.2,1385.89,373.31,Credit Card,No,3
ORD-0617,2023-12-23,Delhi,Male,55,Groceries,Cooking Oil,2,189,20,151.2,302.4,104.14,94.12,Credit Card,No,2
ORD-0618,2023-10-16,Ahmedabad,Female,62,Clothing,Shoes,1,1999,0,1999.0,1999.0,1269.06,729.94,EMI,No,1
ORD-0619,2023-07-05,Kolkata,Male,38,Groceries,Tea Powder,2,299,15,254.15,508.3,165.3,177.7,Credit Card,No,5
ORD-0620,2023-05-20,Mumbai,Male,38,Home & Kitchen,Bed Sheet Set,1,999,25,749.25,749.25,507.15,242.1,Cash,No,3
ORD-0621,2024-04-12,Ahmedabad,Male,53,Sports & Fitness,Running Shoes,1,2999,25,2249.25,2249.25,1935.06,314.19,Cash,No,4
ORD-0622,2023-07-13,Mumbai,Female,61,Electronics,Smartwatch,1,8999,25,6749.25,6749.25,4710.87,2038.38,Credit Card,No,5
ORD-0623,2023-03-29,Delhi,Male,22,Electronics,Laptop,1,54999,15,46749.15,46749.15,29156.34,17592.81,UPI,No,3
ORD-0624,2023-07-25,Kolkata,Female,35,Sports & Fitness,Protein Powder,1,1999,0,1999.0,1999.0,992.65,1006.35,EMI,No,4
ORD-0625,2023-12-31,Hyderabad,Male,47,Home & Kitchen,Water Bottle,1,399,15,339.15,339.15,258.35,80.8,Credit Card,No,4
ORD-0626,2024-05-24,Delhi,Female,61,Clothing,Jeans,1,1299,0,1299.0,1299.0,776.23,522.77,Credit Card,No,4
ORD-0627,2023-12-01,Ahmedabad,Female,30,Clothing,Dress,1,1599,20,1279.2,1279.2,962.65,316.55,UPI,No,4
ORD-0628,2024-05-31,Mumbai,Female,25,Groceries,Atta (10kg),1,399,10,359.1,359.1,255.57,103.53,Cash,No,4
ORD-0629,2024-03-29,Hyderabad,Male,49,Home & Kitchen,Pressure Cooker,1,1899,0,1899.0,1899.0,921.72,977.28,Cash,No,4
ORD-0630,2024-05-14,Ahmedabad,Female,53,Electronics,Tablet,1,24999,25,18749.25,18749.25,13702.22,5047.03,Debit Card,No,4
ORD-0631,2023-09-27,Pune,Female,38,Home & Kitchen,Water Bottle,1,399,15,339.15,339.15,228.78,110.37,Credit Card,Yes,1
ORD-0632,2023-05-12,Pune,Female,24,Groceries,Biscuits Pack,1,79,25,59.25,59.25,47.64,11.61,Cash,No,3
ORD-0633,2024-02-26,Hyderabad,Male,62,Groceries,Rice (5kg),2,349,25,261.75,523.5,174.33,174.84,Credit Card,No,1
ORD-0634,2023-12-12,Kolkata,Female,35,Clothing,T-Shirt,3,599,20,479.2,1437.6,274.03,615.51,Credit Card,No,5
ORD-0635,2023-01-23,Delhi,Female,24,Groceries,Tea Powder,4,299,20,239.2,956.8,153.83,341.48,Debit Card,No,5
ORD-0636,2023-12-14,Chennai,Female,58,Clothing,Shoes,3,1999,10,1799.1,5397.3,1287.13,1535.91,Credit Card,No,5
ORD-0637,2023-08-08,Kolkata,Male,57,Groceries,Biscuits Pack,3,79,0,79.0,237.0,51.29,83.13,Credit Card,No,5
ORD-0638,2023-04-08,Ahmedabad,Female,31,Sports & Fitness,Running Shoes,1,2999,10,2699.1,2699.1,1389.9,1309.2,UPI,No,3
ORD-0639,2024-05-31,Kolkata,Female,57,Groceries,Tea Powder,3,299,25,224.25,672.75,146.51,233.22,EMI,No,5
ORD-0640,2023-07-04,Chennai,Female,35,Electronics,Tablet,1,24999,5,23749.05,23749.05,14133.65,9615.4,EMI,No,4
ORD-0641,2023-03-03,Chennai,Male,65,Sports & Fitness,Dumbbells,1,2199,10,1979.1,1979.1,1192.95,786.15,UPI,No,4
ORD-0642,2023-11-23,Hyderabad,Male,34,Electronics,Laptop,1,54999,15,46749.15,46749.15,27685.78,19063.37,EMI,No,2
ORD-0643,2023-04-27,Hyderabad,Female,49,Clothing,Jeans,2,1299,0,1299.0,2598.0,791.62,1014.76,EMI,No,4
ORD-0644,2023-02-07,Hyderabad,Male,59,Clothing,Jeans,2,1299,10,1169.1,2338.2,592.12,1153.96,Credit Card,No,4
ORD-0645,2023-01-21,Delhi,Female,41,Electronics,Smartphone,1,18999,10,17099.1,17099.1,10835.51,6263.59,Credit Card,No,2
ORD-0646,2023-08-30,Delhi,Female,49,Electronics,Tablet,1,24999,25,18749.25,18749.25,13750.69,4998.56,Credit Card,No,1
ORD-0647,2023-11-17,Chennai,Female,31,Groceries,Atta (10kg),4,399,25,299.25,1197.0,243.86,221.56,Debit Card,No,2
ORD-0648,2023-10-09,Mumbai,Female,52,Home & Kitchen,Curtains,1,1499,10,1349.1,1349.1,933.25,415.85,UPI,No,1
ORD-0649,2023-11-21,Hyderabad,Male,41,Sports & Fitness,Protein Powder,1,1999,15,1699.15,1699.15,1172.51,526.64,Cash,No,3
ORD-0650,2023-01-22,Mumbai,Male,34,Sports & Fitness,Yoga Mat,1,799,25,599.25,599.25,465.37,133.88,EMI,No,3
ORD-0651,2023-05-05,Kolkata,Female,37,Sports & Fitness,Dumbbells,1,2199,15,1869.15,1869.15,1160.4,708.75,Credit Card,No,2
ORD-0652,2023-11-01,Kolkata,Male,35,Clothing,Jeans,3,1299,15,1104.15,3312.45,813.04,873.33,Credit Card,No,4
ORD-0653,2024-04-27,Delhi,Male,62,Home & Kitchen,Bed Sheet Set,1,999,25,749.25,749.25,533.94,215.31,UPI,No,3
ORD-0654,2024-03-06,Mumbai,Male,59,Sports & Fitness,Skipping Rope,1,299,25,224.25,224.25,154.09,70.16,Debit Card,No,2
ORD-0655,2023-01-04,Delhi,Male,28,Home & Kitchen,Mixer Grinder,1,3499,25,2624.25,2624.25,1788.37,835.88,Debit Card,No,2
ORD-0656,2024-02-25,Pune,Female,30,Groceries,Tea Powder,2,299,15,254.15,508.3,150.14,208.02,Credit Card,No,2
ORD-0657,2024-02-07,Mumbai,Male,23,Home & Kitchen,Water Bottle,1,399,5,379.05,379.05,181.2,197.85,Cash,No,2
ORD-0658,2023-02-20,Bangalore,Male,41,Home & Kitchen,Water Bottle,1,399,15,339.15,339.15,227.46,111.69,Debit Card,No,1
ORD-0659,2023-01-15,Ahmedabad,Male,32,Sports & Fitness,Protein Powder,1,1999,15,1699.15,1699.15,1230.29,468.86,Debit Card,No,3
ORD-0660,2023-10-22,Chennai,Male,36,Home & Kitchen,Curtains,1,1499,5,1424.05,1424.05,803.86,620.19,Debit Card,No,4
ORD-0661,2023-05-30,Ahmedabad,Male,41,Electronics,Headphones,1,2999,10,2699.1,2699.1,1490.79,1208.31,EMI,No,4
ORD-0662,2023-03-29,Kolkata,Male,63,Electronics,Smartwatch,1,8999,5,8549.05,8549.05,5617.97,2931.08,Cash,No,5
